Trainee ID,Trainer ID,Date,Height,Weight,Chest Size,Fat Percentage,Waist Size,Hip Size,Muscle Mass,Goal
23236,30095,2022-03-14,160,85,104,24.58,82,100,38,Lose Fat
23242,30102,2022-08-25,195,88,94,18.28,86,106,40,Build Muscle
23246,30117,2025-03-24,166,84,103,20.97,85,107,44,Lose Fat
23250,30125,2022-08-30,192,77,88,23.14,92,91,35,Build Muscle
23254,30126,2021-07-19,182,93,104,11.06,79,96,48,Maintain
23259,30129,2023-10-21,167,72,109,16.07,82,86,43,Maintain
23262,30133,2023-01-14,166,80,89,23.34,79,103,35,Build Muscle
23264,30135,2022-02-05,159,61,116,18.29,88,85,33,Build Muscle
23266,30148,2023-07-10,195,57,95,22.65,100,108,47,Build Muscle
23268,30151,2024-11-21,189,66,119,20.7,98,106,49,Maintain
23288,30152,2024-05-12,178,65,89,14.89,84,93,46,Lose Fat
23292,30156,2023-11-14,166,73,106,15.84,99,102,32,Maintain
23297,30162,2021-07-25,182,79,105,23.63,89,86,32,Maintain
23298,30165,2023-08-21,161,80,88,18.63,87,89,49,Maintain
23301,30166,2022-02-02,180,69,95,20.41,72,88,47,Build Muscle
23306,30168,2023-02-03,169,73,104,20.47,73,89,30,Build Muscle
23308,30181,2024-02-26,176,80,113,24.15,85,100,49,Lose Fat
23314,30184,2024-01-17,164,78,103,10.79,78,97,37,Build Muscle
23336,30194,2023-11-02,189,61,118,13.49,86,94,41,Maintain
23339,30196,2022-02-21,152,93,98,13.93,100,91,47,Lose Fat
23356,30199,2023-01-29,179,85,103,23.65,97,105,41,Lose Fat
23357,30004,2022-10-31,182,63,110,15.87,88,105,32,Maintain
23358,30010,2023-01-14,170,55,88,15.04,89,107,50,Maintain
23360,30015,2025-03-04,169,56,92,24.15,100,104,46,Lose Fat
23365,30024,2022-03-13,175,58,103,18.56,97,96,31,Build Muscle
23371,30025,2024-06-24,166,95,115,17.53,74,110,42,Maintain
23375,30029,2022-06-20,185,95,91,12.18,86,109,48,Build Muscle
23376,30030,2023-06-16,196,87,105,14.55,95,96,42,Lose Fat
23381,30031,2022-07-13,166,71,96,20.19,95,108,39,Maintain
23392,30036,2021-11-02,177,65,101,13.03,94,103,39,Lose Fat
23393,30038,2022-10-07,190,69,108,19.09,97,97,41,Maintain
23397,30045,2024-04-05,200,89,92,24.09,86,101,32,Maintain
23398,30046,2023-04-15,191,64,106,24.52,70,98,37,Maintain
23401,30048,2023-10-02,196,78,94,21.6,91,93,33,Build Muscle
23412,30056,2022-11-20,163,78,96,22.77,99,94,40,Build Muscle
23414,30060,2023-08-25,171,81,116,15.07,86,105,32,Lose Fat
23418,30071,2021-09-25,178,86,86,20.23,99,94,35,Build Muscle
23422,30072,2022-11-18,154,61,96,13.2,91,88,39,Build Muscle
23429,30073,2025-03-03,193,74,119,18.09,75,96,47,Lose Fat
23435,30074,2023-07-08,199,95,106,20.62,97,104,44,Maintain
23439,30077,2022-03-11,163,91,95,14,70,108,49,Maintain
23440,30082,2025-02-24,181,70,90,14.18,100,103,47,Build Muscle
23441,30083,2021-10-09,190,86,109,16.15,71,87,46,Build Muscle
23444,30085,2025-04-17,162,62,101,18.42,77,109,42,Build Muscle
23450,30087,2022-07-15,177,88,110,18.23,96,103,45,Build Muscle
23452,30092,2023-06-06,195,79,98,22.34,83,94,45,Lose Fat
23454,30095,2023-01-06,198,57,103,17.64,94,86,33,Maintain
23455,30102,2022-02-25,199,63,118,23.73,84,89,47,Maintain
23456,30117,2023-05-31,158,90,90,22.81,94,96,41,Lose Fat
23459,30125,2023-04-04,194,60,115,22.27,75,103,30,Maintain
23460,30126,2023-08-16,176,76,99,19.04,70,94,49,Build Muscle
23461,30129,2022-12-06,155,62,93,13.05,91,88,42,Maintain
23466,30133,2022-12-17,165,80,91,12.89,99,97,47,Build Muscle
23470,30135,2024-04-12,180,77,105,23.82,100,104,46,Lose Fat
23474,30148,2021-09-01,183,95,113,22.49,81,90,30,Build Muscle
23492,30151,2025-04-21,151,90,117,24.27,92,105,42,Maintain
23493,30152,2023-10-26,189,88,93,13.73,89,85,34,Build Muscle
23495,30156,2025-02-15,194,70,118,17.07,77,100,36,Maintain
23496,30162,2023-03-18,156,70,100,14.51,91,102,36,Maintain
23503,30165,2023-02-13,165,69,89,23.34,83,103,32,Lose Fat
23505,30166,2022-04-17,195,82,92,18.46,82,87,35,Lose Fat
23521,30168,2022-08-27,150,58,114,21.56,82,105,38,Build Muscle
23525,30181,2023-07-18,185,93,112,20.37,80,93,47,Build Muscle
23533,30184,2023-09-09,178,93,107,11.4,71,110,42,Maintain
23537,30194,2024-06-01,150,64,108,13.86,75,105,34,Build Muscle
23538,30196,2021-12-27,199,86,120,23.51,83,91,40,Build Muscle
23539,30199,2022-07-29,153,61,86,14.39,83,95,38,Maintain
23548,30004,2021-07-11,178,66,90,12.97,90,97,43,Maintain
23550,30010,2021-08-20,172,84,109,23.7,95,102,40,Lose Fat
23553,30015,2024-05-27,187,68,88,13.74,100,92,41,Build Muscle
23557,30024,2022-12-24,156,74,85,19.62,82,86,44,Build Muscle
23565,30025,2022-10-27,151,55,118,12.75,75,107,45,Lose Fat
23566,30029,2022-07-01,150,59,107,13.98,94,108,49,Lose Fat
23569,30030,2022-08-27,189,84,119,16.85,97,91,34,Lose Fat
23573,30031,2022-06-26,162,61,93,20.73,87,94,31,Maintain
23578,30036,2024-12-23,188,65,102,23.64,82,91,50,Build Muscle
23579,30038,2023-05-08,166,62,119,21.32,98,101,40,Lose Fat
23585,30045,2022-12-27,177,87,111,14.65,83,98,49,Lose Fat
23586,30046,2022-07-08,178,57,97,18.02,96,106,43,Lose Fat
23587,30048,2024-08-07,152,74,111,18.98,86,95,38,Build Muscle
23593,30056,2023-02-28,176,84,118,24,99,109,39,Lose Fat
23595,30060,2022-03-12,153,63,120,22.82,93,105,50,Build Muscle
23603,30071,2025-02-28,163,69,104,22.85,73,110,34,Maintain
23604,30072,2023-04-11,178,69,90,15.14,80,90,35,Maintain
23605,30073,2023-12-27,192,78,93,24.17,95,99,43,Lose Fat
23607,30074,2022-04-04,167,63,113,21.46,94,105,36,Maintain
23611,30077,2023-07-28,171,57,107,12.53,98,100,40,Build Muscle
23614,30082,2021-06-30,181,79,114,23.7,88,107,46,Build Muscle
23625,30083,2023-07-23,167,73,87,21.44,99,99,48,Lose Fat
23633,30085,2023-02-22,157,85,112,19.32,79,99,36,Maintain
23634,30087,2023-07-20,155,81,110,18.15,81,94,46,Lose Fat
23638,30092,2022-02-23,177,92,94,24.41,78,99,49,Build Muscle
23640,30095,2022-02-14,186,90,97,13.6,73,98,38,Lose Fat
23643,30102,2022-04-10,193,77,85,14.6,98,89,34,Build Muscle
23644,30117,2024-02-17,171,67,85,18.47,72,95,40,Maintain
23648,30125,2023-11-07,163,79,107,14.1,100,87,41,Build Muscle
23654,30126,2022-03-26,166,90,87,24.04,80,96,39,Lose Fat
23665,30129,2022-12-10,165,85,112,14.92,87,97,34,Maintain
23667,30133,2023-01-16,180,59,114,24.86,74,94,37,Build Muscle
23669,30135,2023-09-21,178,88,116,15.63,88,90,31,Maintain
23670,30148,2022-09-11,180,67,93,19.98,85,97,39,Build Muscle
23673,30151,2025-03-29,193,74,119,19.64,95,101,35,Build Muscle
23676,30152,2023-04-27,182,85,114,17.7,78,85,44,Lose Fat
23678,30156,2024-06-25,165,94,104,13.49,72,109,39,Build Muscle
23688,30162,2021-12-24,155,55,115,21.19,84,101,39,Maintain
23698,30165,2022-11-28,184,67,106,18.83,85,92,43,Maintain
23699,30166,2023-02-19,188,80,114,17.88,71,109,30,Maintain
23705,30168,2021-10-15,194,55,94,13.19,90,86,36,Build Muscle
23706,30181,2022-12-28,169,75,100,20.27,77,101,33,Maintain
23708,30184,2023-03-20,190,92,103,12.47,87,100,31,Build Muscle
23716,30194,2024-04-23,163,71,112,15.42,100,102,45,Build Muscle
23718,30196,2023-11-10,199,93,103,23.43,83,100,45,Lose Fat
23722,30199,2023-03-14,163,65,91,19.19,83,96,47,Build Muscle
23726,30004,2023-03-12,171,95,86,12.58,97,96,38,Maintain
23728,30010,2023-09-28,160,91,120,10.47,99,91,31,Maintain
23732,30015,2021-12-21,185,91,112,22.04,82,106,49,Build Muscle
23733,30024,2023-10-30,165,83,94,15.53,95,89,44,Build Muscle
23738,30025,2023-08-27,186,92,88,22.32,93,86,41,Build Muscle
23744,30029,2022-07-04,184,58,105,20.69,95,94,32,Maintain
23747,30030,2022-12-28,156,77,116,24.71,73,86,41,Maintain
23752,30031,2022-12-29,192,87,88,12.2,89,101,44,Lose Fat
23768,30036,2022-07-01,172,59,93,24.36,73,86,45,Maintain
23776,30038,2021-07-19,191,87,93,18.84,73,86,38,Maintain
23781,30045,2022-04-15,189,79,96,18.19,96,87,31,Lose Fat
23784,30046,2023-01-10,173,67,89,16.52,82,109,47,Lose Fat
23787,30048,2023-02-22,159,71,92,16.4,75,98,35,Lose Fat
23789,30056,2024-03-09,164,91,98,15.57,84,91,39,Maintain
23790,30060,2023-06-02,198,71,110,18.43,70,96,39,Build Muscle
23798,30071,2022-09-12,197,85,108,18.95,71,99,32,Lose Fat
23800,30072,2022-07-02,183,57,95,15.9,77,88,39,Build Muscle
23801,30073,2023-09-06,171,69,103,22.77,86,92,45,Build Muscle
23805,30074,2022-11-11,191,67,85,16.53,73,108,48,Lose Fat
23808,30077,2022-08-13,188,79,111,16.79,75,106,48,Build Muscle
23811,30082,2023-08-14,199,60,99,20.25,71,110,39,Maintain
23812,30083,2025-03-12,190,81,118,17.85,92,87,33,Maintain
23819,30085,2021-08-20,188,76,87,17.68,94,88,39,Build Muscle
23820,30087,2022-06-06,164,62,89,21.89,75,102,35,Maintain
23825,30092,2022-09-24,172,73,101,14.24,100,91,42,Maintain
23830,30095,2023-03-15,173,66,112,21.68,87,104,32,Build Muscle
23833,30102,2024-06-17,163,68,86,20.06,97,94,31,Maintain
23837,30117,2023-01-04,153,79,115,18.16,87,94,35,Maintain
23841,30125,2022-07-01,196,90,93,12.63,90,91,40,Lose Fat
23845,30126,2024-05-05,172,86,96,20.22,72,101,42,Lose Fat
23846,30129,2023-05-24,200,71,92,19.78,90,105,49,Lose Fat
23849,30133,2022-11-18,173,77,99,11.28,87,89,43,Build Muscle
23851,30135,2024-07-21,154,86,96,20.71,97,107,45,Lose Fat
23857,30148,2023-08-06,190,75,88,18.79,80,97,30,Lose Fat
23862,30151,2023-11-03,164,71,101,16.34,100,91,44,Maintain
23864,30152,2025-01-12,185,58,107,11.84,92,87,37,Maintain
23867,30156,2023-02-09,195,77,94,23.95,85,109,40,Build Muscle
23868,30162,2022-11-25,163,69,87,22.16,86,87,42,Build Muscle
23869,30165,2023-08-11,172,68,97,23.4,77,87,36,Lose Fat
23872,30166,2022-10-15,167,58,118,18.62,77,99,44,Maintain
23878,30168,2023-04-21,199,65,111,12.08,100,94,37,Build Muscle
23879,30181,2024-06-30,160,93,97,11.45,83,102,39,Lose Fat
23882,30184,2024-07-11,171,92,97,16.84,91,89,44,Maintain
23886,30194,2023-04-03,158,77,90,14.06,84,106,46,Lose Fat
23888,30196,2023-07-07,160,95,109,24.7,97,88,36,Maintain
23892,30199,2023-12-24,173,61,95,17.78,77,96,40,Lose Fat
23896,30004,2024-05-07,178,75,101,11.2,75,110,41,Build Muscle
23897,30010,2022-05-04,185,87,92,10.87,100,106,32,Lose Fat
23898,30015,2024-07-07,155,66,92,15.33,80,94,45,Maintain
23904,30024,2024-10-30,178,61,90,11.41,80,90,31,Build Muscle
23906,30025,2023-09-09,154,55,89,13.3,95,88,50,Maintain
23909,30029,2023-09-04,173,59,95,10.94,96,100,44,Maintain
23913,30030,2023-02-16,197,87,120,22.24,71,96,48,Lose Fat
23916,30031,2023-07-13,184,67,119,16.44,82,89,33,Build Muscle
23919,30036,2022-05-29,180,67,111,13.13,94,100,40,Lose Fat
23924,30038,2022-09-29,171,69,118,20.03,97,88,41,Maintain
23926,30045,2023-07-11,193,58,97,15.78,89,100,36,Build Muscle
23927,30046,2022-09-14,187,67,96,22.81,80,104,34,Maintain
23929,30048,2023-08-10,197,93,85,10.64,81,94,35,Maintain
23933,30056,2023-01-17,179,78,96,23,82,103,36,Maintain
23937,30060,2023-11-12,165,73,114,12.33,78,106,50,Build Muscle
23939,30071,2024-07-01,192,67,88,16.82,82,88,50,Lose Fat
23940,30072,2024-02-17,177,64,116,17.81,87,93,40,Lose Fat
23948,30073,2023-03-03,154,93,104,22.19,72,106,45,Lose Fat
23953,30074,2023-02-13,196,82,86,21.57,70,100,41,Lose Fat
23954,30077,2023-10-16,160,67,107,22.98,83,110,38,Build Muscle
23963,30082,2022-04-20,173,65,114,21.08,83,95,38,Lose Fat
23977,30083,2023-04-01,150,58,98,21.5,71,95,50,Maintain
23981,30085,2023-10-09,183,67,105,24.03,82,108,49,Lose Fat
23992,30087,2024-03-11,163,55,116,16.14,72,104,49,Maintain
23993,30092,2023-05-15,176,71,92,21.86,74,91,45,Maintain
23995,30095,2024-10-25,199,88,89,18.09,75,109,41,Build Muscle
23997,30102,2023-02-26,183,57,99,17.24,97,87,42,Lose Fat
23999,30117,2023-02-09,183,87,101,24.89,74,97,37,Lose Fat
24006,30125,2023-05-12,164,75,103,11.71,90,91,32,Lose Fat
24013,30126,2024-06-19,170,90,103,23.88,86,110,38,Build Muscle
24016,30129,2022-09-25,188,94,99,15.06,97,106,41,Lose Fat
24020,30133,2024-02-12,186,86,92,16.37,91,103,44,Maintain
24027,30135,2022-07-16,197,94,89,15.91,94,95,44,Lose Fat
24031,30148,2022-02-11,187,81,96,16.82,75,88,44,Build Muscle
24037,30151,2024-03-01,160,64,88,24.29,90,93,41,Maintain
24039,30152,2023-09-08,174,62,112,15.41,71,96,47,Build Muscle
24043,30156,2023-10-03,190,71,116,10.9,80,110,39,Maintain
24044,30162,2024-07-02,198,85,104,24.49,96,91,48,Lose Fat
24046,30165,2025-04-08,200,62,117,19.02,77,103,42,Lose Fat
24051,30166,2022-12-01,173,76,88,12.94,72,98,35,Build Muscle
24052,30168,2023-10-13,178,93,95,13.04,80,110,41,Lose Fat
24059,30181,2021-06-24,185,55,94,16.2,72,100,43,Lose Fat
24063,30184,2023-06-10,152,69,88,13.44,97,100,31,Build Muscle
24066,30194,2023-04-14,164,56,105,20.47,78,107,42,Maintain
24075,30196,2022-12-08,172,58,94,10.85,74,86,50,Maintain
24077,30199,2023-06-13,161,58,94,20.35,71,109,34,Build Muscle
24084,30004,2024-01-15,192,84,102,22.48,94,104,35,Build Muscle
24091,30010,2023-01-12,193,56,100,17.03,71,92,42,Lose Fat
24096,30015,2022-11-17,160,76,108,11.91,71,91,35,Maintain
24109,30024,2023-06-23,169,69,93,14.39,72,103,49,Lose Fat
24110,30025,2022-10-17,154,63,93,21.23,99,95,49,Maintain
24112,30029,2022-12-11,175,76,119,11.32,71,93,50,Build Muscle
24113,30030,2021-08-03,169,82,97,18.45,93,109,36,Build Muscle
24117,30031,2022-12-03,193,84,97,12.56,90,105,43,Build Muscle
24118,30036,2022-07-15,160,77,93,12.78,99,102,47,Lose Fat
24119,30038,2024-04-01,175,86,85,11.26,90,90,50,Lose Fat
24133,30045,2022-06-18,153,55,113,19.88,76,90,30,Maintain
24140,30046,2022-01-08,185,70,86,14.78,72,94,39,Build Muscle
24148,30048,2023-08-25,164,88,105,21.64,80,108,37,Lose Fat
24150,30056,2022-10-18,177,90,110,18.8,100,102,38,Maintain
24153,30060,2022-09-21,185,94,94,17.48,75,110,50,Lose Fat
24163,30071,2024-07-26,161,58,86,23.19,70,106,37,Lose Fat
24171,30072,2022-12-06,163,62,88,18.46,95,91,48,Build Muscle
24183,30073,2023-10-03,194,65,115,12.25,92,104,48,Lose Fat
24192,30074,2024-05-13,193,70,103,22.28,83,92,38,Build Muscle
24195,30077,2024-08-17,184,57,88,19.71,88,109,48,Lose Fat
24196,30082,2023-10-01,154,67,89,15.07,90,94,33,Lose Fat
24202,30083,2023-11-07,199,94,109,21.62,98,108,31,Maintain
24207,30085,2022-10-17,157,61,118,23.44,100,90,33,Build Muscle
24223,30087,2023-08-18,197,55,98,12.44,98,96,34,Lose Fat
24224,30092,2024-12-15,186,85,115,20.93,81,88,49,Maintain
24228,30095,2023-06-22,158,65,90,23.15,93,86,45,Lose Fat
24250,30102,2022-10-08,176,93,103,14.68,98,92,44,Maintain
24254,30117,2023-01-23,186,76,91,23.41,80,107,41,Maintain
24257,30125,2023-05-20,170,77,86,15.54,91,100,42,Lose Fat
24261,30126,2021-12-03,152,94,95,23.95,100,87,46,Maintain
24263,30129,2024-05-11,186,68,95,18.79,96,86,46,Lose Fat
24265,30133,2023-05-06,176,62,105,18.48,96,94,35,Lose Fat
24273,30135,2022-10-06,187,65,117,12.88,91,109,49,Lose Fat
24281,30148,2023-05-14,191,71,106,23.23,90,101,47,Maintain
24290,30151,2022-10-06,195,85,107,12.27,72,108,30,Lose Fat
24293,30152,2025-03-20,160,94,100,14.79,97,85,41,Lose Fat
24294,30156,2024-10-15,178,91,89,14.14,82,94,44,Build Muscle
24297,30162,2024-11-25,185,68,95,24.91,83,86,31,Maintain
24298,30165,2023-08-19,197,61,119,12.34,73,100,35,Maintain
24299,30166,2024-05-29,188,95,108,12.95,73,102,34,Lose Fat
24301,30168,2021-09-27,184,57,119,23.65,88,108,33,Build Muscle
24308,30181,2023-03-16,199,84,120,19.83,79,94,50,Build Muscle
24309,30184,2022-07-20,183,56,90,22.53,70,91,42,Lose Fat
24311,30194,2022-04-22,191,88,120,16.75,82,104,46,Lose Fat
24313,30196,2023-10-21,161,71,107,11.89,84,87,33,Build Muscle
24315,30199,2023-08-28,198,60,120,16.99,86,99,35,Lose Fat
24317,30004,2024-01-11,198,77,96,21.91,78,88,50,Build Muscle
24320,30010,2022-09-07,150,87,103,15.25,95,85,30,Lose Fat
24328,30015,2023-04-24,177,93,85,10.71,99,102,41,Lose Fat
24330,30024,2022-12-25,198,69,98,21.6,81,99,35,Maintain
24335,30025,2023-05-08,157,57,93,15.67,88,85,36,Lose Fat
24361,30029,2024-07-02,184,66,103,17.77,82,106,36,Build Muscle
24365,30030,2023-12-11,181,66,110,16.31,72,90,33,Build Muscle
24370,30031,2022-05-27,179,84,92,11.6,85,87,46,Build Muscle
24375,30036,2024-09-02,187,69,86,10.06,73,93,36,Lose Fat
24386,30038,2023-11-22,157,84,90,10.77,91,110,41,Build Muscle
24393,30045,2023-11-08,178,62,86,23.78,93,102,33,Build Muscle
24396,30046,2023-09-25,183,77,87,22.17,74,86,47,Maintain
24397,30048,2023-03-24,163,72,120,23.41,89,88,37,Build Muscle
24399,30056,2025-03-27,164,68,120,14.33,78,96,41,Maintain
24404,30060,2023-05-17,195,69,103,23.04,89,100,35,Lose Fat
24408,30071,2022-12-14,177,72,91,21.4,98,105,32,Maintain
24409,30072,2022-12-12,195,72,92,17.33,97,96,46,Lose Fat
24417,30073,2021-08-21,196,94,93,14.29,81,86,43,Maintain
24427,30074,2022-02-10,193,73,91,10.83,79,105,37,Build Muscle
24429,30077,2022-12-27,193,87,88,18.99,85,87,44,Build Muscle
24433,30082,2023-11-28,195,77,96,12.46,94,110,49,Lose Fat
24434,30083,2023-08-05,157,69,90,13.67,93,106,30,Build Muscle
24437,30085,2022-09-01,198,94,97,21.16,85,109,47,Build Muscle
24440,30087,2024-06-14,155,95,110,23.46,73,94,36,Build Muscle
24442,30092,2022-07-02,180,71,117,19.07,85,110,34,Lose Fat
24453,30095,2023-03-24,174,85,104,21.17,73,93,30,Build Muscle
24456,30102,2022-03-03,182,63,92,24.89,71,91,36,Lose Fat
24457,30117,2023-09-21,159,82,96,16.42,92,97,49,Lose Fat
24462,30125,2023-09-15,193,80,103,10.31,80,96,44,Lose Fat
24464,30126,2022-12-04,199,58,116,24.98,93,96,43,Lose Fat
24469,30129,2024-03-31,176,92,111,15.18,73,96,40,Build Muscle
24477,30133,2023-09-15,177,93,108,23.98,71,95,35,Lose Fat
24482,30135,2022-10-14,189,87,90,15.79,96,99,30,Lose Fat
24486,30148,2023-05-22,163,95,93,21.32,71,91,38,Maintain
24498,30151,2022-03-17,186,84,105,17.12,78,88,31,Build Muscle
24499,30152,2023-04-25,163,78,119,17.29,84,103,31,Maintain
24502,30156,2022-03-31,156,78,108,13.54,87,95,48,Build Muscle
24505,30162,2021-06-23,156,64,114,21.64,86,102,43,Lose Fat
24506,30165,2022-08-14,170,75,114,16.7,89,110,34,Build Muscle
24509,30166,2022-08-20,193,59,87,22.78,85,106,40,Maintain
24510,30168,2023-07-15,162,75,95,22.6,90,93,43,Build Muscle
24517,30181,2022-11-24,165,87,115,15.91,90,101,47,Build Muscle
24519,30184,2022-10-15,200,71,109,23.65,71,91,47,Maintain
24523,30194,2024-11-26,172,77,87,23.51,90,104,32,Lose Fat
24525,30196,2024-08-10,189,78,100,16.99,81,87,42,Build Muscle
24535,30199,2025-05-08,156,86,85,11.86,91,97,38,Build Muscle
24537,30004,2023-06-01,187,61,98,20,89,105,39,Lose Fat
24538,30010,2024-02-26,192,93,86,18.11,86,95,44,Lose Fat
24548,30015,2024-01-20,157,89,103,18.8,85,89,44,Maintain
24549,30024,2024-07-19,175,89,94,12.39,78,90,39,Maintain
24553,30025,2023-09-23,173,71,88,11.59,96,88,32,Maintain
24554,30029,2023-01-15,183,75,88,17.3,94,107,47,Maintain
24570,30030,2021-08-06,200,57,119,21.38,77,90,44,Maintain
24579,30031,2022-03-23,172,94,118,19.02,88,86,31,Lose Fat
24580,30036,2022-03-07,151,76,100,11.19,70,108,45,Lose Fat
24584,30038,2021-07-11,178,76,116,13.23,96,103,41,Maintain
24585,30045,2023-02-27,153,59,109,15.22,94,89,40,Maintain
24591,30046,2023-03-17,156,76,120,17.13,79,102,33,Lose Fat
24592,30048,2022-07-31,167,72,113,20.86,87,93,42,Lose Fat
24598,30056,2023-07-23,161,86,115,16.16,83,103,38,Lose Fat
24600,30060,2023-03-30,198,62,88,12.66,88,85,43,Maintain
24601,30071,2022-08-24,169,65,103,10.71,75,88,34,Lose Fat
24602,30072,2023-08-14,196,58,119,24.78,81,106,39,Lose Fat
24603,30073,2023-02-28,186,68,96,16.12,84,107,41,Lose Fat
24604,30074,2024-08-15,184,95,101,24.35,97,100,48,Lose Fat
24622,30077,2024-08-04,178,68,113,16.41,85,89,47,Maintain
24625,30082,2023-08-08,198,58,112,17.44,77,105,38,Build Muscle
24633,30083,2023-01-20,193,67,87,24.7,72,96,35,Lose Fat
24636,30085,2023-12-06,190,70,114,17.35,73,92,38,Build Muscle
24643,30087,2022-07-26,197,56,87,13.83,76,86,50,Lose Fat
24645,30092,2023-08-07,191,91,99,16.01,95,98,33,Build Muscle
24646,30095,2022-10-22,153,63,112,12.73,90,106,36,Build Muscle
24648,30102,2022-06-22,175,68,116,14.96,84,85,45,Build Muscle
24649,30117,2022-09-01,157,71,117,20.33,82,104,33,Lose Fat
24654,30125,2023-09-13,193,88,119,14.83,81,88,36,Maintain
24657,30126,2023-04-15,185,74,110,20.82,86,95,33,Maintain
24661,30129,2022-02-05,197,85,100,16.68,82,98,49,Lose Fat
24672,30133,2021-11-29,197,81,118,10.56,93,103,35,Build Muscle
24688,30135,2022-04-17,195,76,86,18.24,97,86,35,Lose Fat
24689,30148,2021-11-08,194,81,114,14.21,95,108,38,Maintain
24691,30151,2023-10-05,183,91,112,19.87,72,86,49,Maintain
24692,30152,2023-07-29,169,92,110,14.73,89,110,50,Lose Fat
24697,30156,2023-12-02,180,91,95,10.74,80,99,35,Build Muscle
24705,30162,2022-12-11,179,71,113,18.44,85,89,46,Build Muscle
24710,30165,2024-03-08,185,88,100,10.87,89,110,44,Lose Fat
24711,30166,2021-08-22,176,70,120,10.72,72,92,50,Build Muscle
24714,30168,2022-05-29,185,93,112,18.11,71,86,41,Maintain
24720,30181,2024-02-10,162,60,98,12.25,71,91,44,Maintain
24728,30184,2022-10-06,172,61,118,21.12,77,86,32,Build Muscle
24729,30194,2025-02-11,196,88,102,19.67,74,103,48,Lose Fat
24730,30196,2023-05-11,160,58,96,20.42,70,88,31,Maintain
24735,30199,2023-02-13,172,59,99,18.39,85,97,34,Maintain
24741,30004,2023-01-10,182,81,93,18.43,97,103,50,Build Muscle
24746,30010,2022-08-24,171,59,91,22.09,76,105,47,Lose Fat
24748,30015,2022-08-14,157,55,91,10.15,92,104,50,Lose Fat
24752,30024,2023-03-08,181,72,104,13.33,71,88,36,Lose Fat
24753,30025,2024-07-27,151,68,112,17.04,85,103,47,Lose Fat
24760,30029,2023-10-22,168,84,115,21.99,93,92,39,Lose Fat
24761,30030,2023-05-21,159,57,85,24.07,72,94,45,Lose Fat
24763,30031,2023-04-09,191,73,110,22.31,88,89,43,Maintain
24764,30036,2023-08-26,171,56,106,19.15,72,103,35,Lose Fat
24765,30038,2023-05-01,183,90,96,17.5,84,93,47,Maintain
24767,30045,2022-11-28,169,72,87,23.36,74,100,37,Lose Fat
24777,30046,2023-08-12,150,81,110,17.51,70,86,42,Lose Fat
24783,30048,2024-02-06,166,89,101,12.61,78,93,35,Lose Fat
24786,30056,2021-09-08,194,57,93,11.44,87,89,45,Lose Fat
24790,30060,2022-04-12,182,59,101,11.99,95,110,47,Lose Fat
24794,30071,2022-03-13,199,90,102,14.29,84,102,34,Maintain
24795,30072,2024-01-11,185,90,89,14.91,82,100,42,Build Muscle
24804,30073,2024-05-13,194,58,108,23.08,78,93,31,Maintain
24809,30074,2023-06-16,177,74,95,22.68,79,89,50,Lose Fat
24810,30077,2024-07-28,177,68,104,19.14,82,86,37,Lose Fat
24813,30082,2023-11-09,166,57,113,22,99,100,44,Build Muscle
24814,30083,2022-04-22,167,76,110,11.93,77,87,32,Lose Fat
24816,30085,2023-04-28,163,81,96,14.34,79,92,30,Build Muscle
24819,30087,2023-09-02,179,61,117,20.36,82,92,40,Lose Fat
24824,30092,2024-01-27,168,73,114,17.11,94,93,45,Build Muscle
24829,30095,2022-07-26,170,76,92,21.81,73,109,32,Build Muscle
24831,30102,2025-02-07,192,75,102,18.96,87,87,47,Build Muscle
24835,30117,2022-08-21,197,70,116,21.78,81,91,42,Maintain
24837,30125,2023-10-02,167,56,119,15.59,91,94,45,Lose Fat
24838,30126,2024-12-21,187,92,85,21.38,88,92,50,Lose Fat
24839,30129,2023-05-01,187,59,99,12.09,92,91,38,Lose Fat
24846,30133,2022-03-27,173,78,106,12.11,89,110,35,Maintain
24850,30135,2024-04-13,167,65,102,19.89,70,89,43,Lose Fat
24861,30148,2021-12-02,158,90,104,13.88,100,105,30,Maintain
24864,30151,2022-09-02,196,84,103,24.6,99,94,37,Lose Fat
24865,30152,2022-03-22,179,57,96,19.07,92,93,37,Maintain
24874,30156,2023-11-01,195,70,104,14.9,82,109,36,Maintain
24877,30162,2025-03-20,155,71,87,17.2,77,110,33,Lose Fat
24882,30165,2022-05-25,170,63,113,18.74,84,93,45,Build Muscle
24890,30166,2023-03-17,166,77,112,23.66,83,97,46,Build Muscle
24891,30168,2024-03-09,179,94,111,14.41,95,88,37,Build Muscle
24893,30181,2022-12-15,153,64,88,19.56,71,108,30,Lose Fat
24896,30184,2023-06-24,181,62,89,18.47,91,101,40,Build Muscle
24899,30194,2022-09-20,177,75,89,19.19,75,95,44,Lose Fat
24901,30196,2022-04-28,151,71,119,14.36,79,98,31,Maintain
24902,30199,2022-03-22,183,78,94,17.02,79,93,38,Build Muscle
24903,30004,2023-10-09,169,63,107,22.59,77,105,37,Build Muscle
24907,30010,2023-03-12,185,76,103,23.21,85,97,40,Lose Fat
24910,30015,2023-09-16,196,76,113,21.26,72,88,37,Lose Fat
24911,30024,2024-07-24,153,80,95,15.32,87,88,38,Maintain
24915,30025,2022-11-09,179,83,86,19.11,91,106,42,Lose Fat
