Trainee ID,Membership ID,Branch ID,Date,Invoice Number,Payment Method,Total Amount
22392,5,2,2022-05-09,INV3392,Instapay,30000
22393,1,2,2022-01-30,INV3393,Credit Card,5000
22394,2,2,2023-11-27,INV3394,Instapay,8000
22395,1,2,2023-01-14,INV3395,Credit Card,5000
22396,2,2,2022-11-16,INV3396,Credit Card,8000
22397,2,2,2022-11-05,INV3397,Cash,8000
22398,5,1,2022-03-26,INV3398,Instapay,30000
22399,1,2,2023-01-15,INV3399,Credit Card,5000
22400,1,2,2022-01-28,INV3400,Instapay,5000
22401,5,2,2023-04-23,INV3401,Instapay,30000
22402,3,3,2024-10-12,INV3402,Instapay,15000
22403,1,3,2023-12-11,INV3403,Cash,5000
22404,3,2,2024-06-26,INV3404,Credit Card,15000
22405,1,3,2024-04-12,INV3405,Credit Card,5000
22406,3,3,2024-11-16,INV3406,Instapay,15000
22407,2,1,2021-08-13,INV3407,Credit Card,8000
22408,4,4,2021-11-06,INV3408,Cash,16000
22409,5,4,2025-01-02,INV3409,Cash,30000
22410,3,1,2022-10-27,INV3410,Instapay,15000
22411,3,1,2022-12-05,INV3411,Instapay,15000
22412,1,3,2023-07-13,INV3412,Cash,5000
22413,1,2,2023-11-01,INV3413,Instapay,5000
22414,5,3,2023-02-20,INV3414,Instapay,30000
22415,4,1,2022-08-23,INV3415,Credit Card,16000
22416,4,4,2022-07-31,INV3416,Credit Card,16000
22417,5,3,2022-10-29,INV3417,Cash,30000
22418,5,2,2024-08-02,INV3418,Cash,30000
22419,5,3,2023-03-27,INV3419,Credit Card,30000
22420,2,2,2023-07-09,INV3420,Instapay,8000
22421,1,3,2022-09-23,INV3421,Instapay,5000
22422,5,1,2022-08-29,INV3422,Credit Card,30000
22423,4,4,2024-04-04,INV3423,Cash,16000
22424,5,2,2022-03-31,INV3424,Credit Card,30000
22425,5,1,2023-05-26,INV3425,Credit Card,30000
22426,5,2,2022-09-18,INV3426,Credit Card,30000
22427,3,1,2023-05-26,INV3427,Credit Card,15000
22428,2,3,2023-08-31,INV3428,Credit Card,8000
22429,2,1,2022-04-11,INV3429,Instapay,8000
22430,2,1,2023-09-11,INV3430,Cash,8000
22431,1,2,2023-11-15,INV3431,Instapay,5000
22432,1,3,2023-10-07,INV3432,Cash,5000
22433,4,2,2024-01-19,INV3433,Instapay,16000
22434,4,2,2023-01-19,INV3434,Instapay,16000
22435,1,2,2022-10-10,INV3435,Credit Card,5000
22436,5,1,2023-04-15,INV3436,Instapay,30000
22437,2,2,2025-05-08,INV3437,Credit Card,8000
22438,3,2,2024-12-12,INV3438,Instapay,15000
22439,1,2,2021-12-28,INV3439,Instapay,5000
22440,5,1,2023-11-04,INV3440,Credit Card,30000
22441,1,2,2023-03-09,INV3441,Cash,5000
22442,5,2,2024-05-06,INV3442,Cash,30000
22443,4,1,2023-07-02,INV3443,Instapay,16000
22444,2,2,2022-08-12,INV3444,Credit Card,8000
22445,1,1,2022-09-28,INV3445,Credit Card,5000
22446,2,1,2022-06-14,INV3446,Instapay,8000
22447,2,3,2023-07-29,INV3447,Instapay,8000
22448,3,2,2023-09-10,INV3448,Cash,15000
22449,4,2,2022-10-18,INV3449,Instapay,16000
22450,5,2,2022-04-29,INV3450,Credit Card,30000
22451,2,3,2022-01-21,INV3451,Credit Card,8000
22452,5,3,2024-05-15,INV3452,Credit Card,30000
22453,4,3,2023-05-23,INV3453,Cash,16000
22454,3,2,2022-10-30,INV3454,Instapay,15000
22455,5,2,2022-11-07,INV3455,Credit Card,30000
22456,4,2,2022-04-02,INV3456,Instapay,16000
22457,4,1,2022-04-27,INV3457,Cash,16000
22458,5,2,2023-01-20,INV3458,Cash,30000
22459,5,2,2022-06-10,INV3459,Credit Card,30000
22460,1,1,2024-12-19,INV3460,Instapay,5000
22461,2,2,2022-10-01,INV3461,Cash,8000
22462,5,2,2023-09-19,INV3462,Instapay,30000
22463,4,3,2023-08-03,INV3463,Credit Card,16000
22464,3,3,2023-04-28,INV3464,Instapay,15000
22465,2,1,2023-06-27,INV3465,Cash,8000
22466,1,3,2025-04-21,INV3466,Instapay,5000
22467,5,2,2022-01-06,INV3467,Cash,30000
22468,3,3,2024-06-15,INV3468,Credit Card,15000
22469,4,2,2023-03-03,INV3469,Instapay,16000
22470,3,3,2022-08-29,INV3470,Instapay,15000
22471,2,2,2023-06-15,INV3471,Cash,8000
22472,3,1,2022-11-25,INV3472,Instapay,15000
22473,3,2,2023-03-17,INV3473,Instapay,15000
22474,4,3,2022-09-01,INV3474,Credit Card,16000
22475,1,2,2023-05-05,INV3475,Credit Card,5000
22476,2,2,2023-09-13,INV3476,Cash,8000
22477,4,2,2022-03-16,INV3477,Cash,16000
22478,3,2,2024-08-01,INV3478,Credit Card,15000
22479,5,2,2023-03-19,INV3479,Credit Card,30000
22480,2,2,2023-03-24,INV3480,Credit Card,8000
22481,2,2,2024-01-08,INV3481,Instapay,8000
22482,1,3,2022-11-11,INV3482,Credit Card,5000
22483,3,3,2023-01-06,INV3483,Instapay,15000
22484,3,3,2022-09-02,INV3484,Instapay,15000
22485,4,2,2022-10-06,INV3485,Cash,16000
22486,2,2,2023-05-05,INV3486,Instapay,8000
22487,1,2,2022-04-09,INV3487,Cash,5000
22488,5,3,2021-10-02,INV3488,Cash,30000
22489,1,1,2023-07-23,INV3489,Instapay,5000
22490,3,2,2024-07-20,INV3490,Instapay,15000
22491,2,1,2023-04-29,INV3491,Cash,8000
22492,4,2,2022-05-19,INV3492,Credit Card,16000
22493,3,2,2023-10-20,INV3493,Credit Card,15000
22494,4,2,2022-02-13,INV3494,Credit Card,16000
22495,5,2,2022-04-18,INV3495,Credit Card,30000
22496,3,2,2022-03-30,INV3496,Cash,15000
22497,1,2,2023-12-10,INV3497,Instapay,5000
22498,1,2,2023-02-18,INV3498,Cash,5000
22499,2,2,2023-06-16,INV3499,Cash,8000
22500,4,2,2024-04-14,INV3500,Instapay,16000
22501,4,2,2023-02-01,INV3501,Credit Card,16000
22502,3,2,2022-12-16,INV3502,Credit Card,15000
22503,3,2,2023-07-31,INV3503,Instapay,15000
22504,3,2,2023-08-26,INV3504,Instapay,15000
22505,5,2,2022-07-28,INV3505,Instapay,30000
22506,1,2,2024-01-20,INV3506,Credit Card,5000
22507,2,2,2023-01-17,INV3507,Credit Card,8000
22508,4,3,2022-05-09,INV3508,Credit Card,16000
22509,1,2,2025-01-20,INV3509,Cash,5000
22510,4,2,2024-04-26,INV3510,Credit Card,16000
22511,5,3,2024-12-04,INV3511,Instapay,30000
22512,1,2,2024-06-22,INV3512,Cash,5000
22513,5,2,2021-08-06,INV3513,Instapay,30000
22514,5,2,2022-09-30,INV3514,Cash,30000
22515,4,2,2023-05-27,INV3515,Cash,16000
22516,4,3,2024-06-09,INV3516,Instapay,16000
22517,2,2,2023-05-16,INV3517,Cash,8000
22518,2,2,2025-03-11,INV3518,Instapay,8000
22519,5,2,2024-06-26,INV3519,Instapay,30000
22520,5,1,2022-09-07,INV3520,Credit Card,30000
22521,1,2,2023-05-06,INV3521,Instapay,5000
22522,2,2,2022-12-10,INV3522,Instapay,8000
22523,3,2,2024-07-12,INV3523,Cash,15000
22524,5,2,2022-10-03,INV3524,Cash,30000
22525,1,2,2024-01-01,INV3525,Instapay,5000
22526,4,2,2023-02-23,INV3526,Instapay,16000
22527,5,3,2023-06-19,INV3527,Credit Card,30000
22528,2,2,2023-12-04,INV3528,Instapay,8000
22529,4,2,2024-08-19,INV3529,Instapay,16000
22530,5,3,2022-04-29,INV3530,Instapay,30000
22531,5,2,2023-10-21,INV3531,Credit Card,30000
22532,3,2,2024-07-06,INV3532,Cash,15000
22533,1,2,2021-07-01,INV3533,Instapay,5000
22534,5,2,2024-02-10,INV3534,Cash,30000
22535,3,2,2023-06-26,INV3535,Cash,15000
22536,1,1,2023-07-07,INV3536,Cash,5000
22537,2,3,2023-11-18,INV3537,Credit Card,8000
22538,4,3,2022-12-06,INV3538,Cash,16000
22539,1,2,2023-06-20,INV3539,Cash,5000
22540,2,1,2023-09-22,INV3540,Cash,8000
22541,5,2,2022-08-29,INV3541,Cash,30000
22542,4,1,2023-10-11,INV3542,Credit Card,16000
22543,3,2,2024-01-01,INV3543,Instapay,15000
22544,5,2,2023-12-02,INV3544,Cash,30000
22545,3,2,2023-07-03,INV3545,Instapay,15000
22546,1,2,2021-09-12,INV3546,Instapay,5000
22547,3,2,2021-12-08,INV3547,Cash,15000
22548,5,3,2022-09-27,INV3548,Cash,30000
22549,5,2,2023-08-31,INV3549,Instapay,30000
22550,4,2,2022-03-01,INV3550,Instapay,16000
22551,5,2,2023-10-25,INV3551,Cash,30000
22552,5,2,2022-10-23,INV3552,Cash,30000
22553,3,2,2022-10-29,INV3553,Instapay,15000
22554,4,2,2022-10-22,INV3554,Credit Card,16000
22555,2,2,2023-04-06,INV3555,Cash,8000
22556,5,2,2024-05-16,INV3556,Instapay,30000
22557,4,1,2023-12-15,INV3557,Instapay,16000
22558,3,2,2023-04-12,INV3558,Cash,15000
22559,2,2,2022-10-24,INV3559,Credit Card,8000
22560,3,3,2024-08-16,INV3560,Credit Card,15000
22561,5,2,2022-12-21,INV3561,Cash,30000
22562,5,3,2023-09-06,INV3562,Credit Card,30000
22563,3,1,2025-04-16,INV3563,Instapay,15000
22564,1,2,2023-01-15,INV3564,Credit Card,5000
22565,3,2,2024-08-26,INV3565,Credit Card,15000
22566,2,3,2023-02-04,INV3566,Instapay,8000
22567,1,2,2025-04-25,INV3567,Instapay,5000
22568,4,2,2023-10-30,INV3568,Cash,16000
22569,3,3,2022-10-06,INV3569,Cash,15000
22570,1,2,2022-10-22,INV3570,Credit Card,5000
22571,1,2,2023-02-27,INV3571,Cash,5000
22572,5,2,2023-11-05,INV3572,Credit Card,30000
22573,3,2,2023-04-09,INV3573,Instapay,15000
22574,4,4,2022-04-25,INV3574,Instapay,16000
22575,5,1,2023-04-16,INV3575,Cash,30000
22576,2,2,2023-05-14,INV3576,Credit Card,8000
22577,5,3,2022-04-06,INV3577,Instapay,30000
22578,2,1,2024-10-19,INV3578,Cash,8000
22579,2,3,2023-07-18,INV3579,Instapay,8000
22580,2,2,2022-09-08,INV3580,Credit Card,8000
22581,2,4,2023-10-20,INV3581,Instapay,8000
22582,2,2,2023-08-10,INV3582,Cash,8000
22583,4,2,2022-01-30,INV3583,Credit Card,16000
22584,3,4,2022-06-23,INV3584,Credit Card,15000
22585,4,1,2024-08-22,INV3585,Cash,16000
22586,3,1,2024-03-18,INV3586,Cash,15000
22587,3,3,2023-05-17,INV3587,Cash,15000
22588,4,4,2022-10-26,INV3588,Instapay,16000
22589,2,1,2022-07-25,INV3589,Credit Card,8000
22590,4,4,2022-07-21,INV3590,Instapay,16000
22591,5,2,2021-09-10,INV3591,Instapay,30000
22592,1,2,2022-03-18,INV3592,Instapay,5000
22593,2,2,2024-04-14,INV3593,Credit Card,8000
22594,3,2,2023-08-24,INV3594,Cash,15000
22595,2,4,2022-09-20,INV3595,Cash,8000
22596,5,4,2023-09-16,INV3596,Credit Card,30000
22597,4,3,2024-04-22,INV3597,Instapay,16000
22598,2,2,2023-06-14,INV3598,Instapay,8000
22599,3,3,2022-08-08,INV3599,Cash,15000
22600,1,2,2023-04-24,INV3600,Cash,5000
22601,4,3,2023-02-16,INV3601,Credit Card,16000
22602,4,3,2023-08-09,INV3602,Cash,16000
22603,3,2,2024-05-26,INV3603,Credit Card,15000
22604,5,3,2022-03-05,INV3604,Cash,30000
22605,3,4,2023-01-16,INV3605,Instapay,15000
22606,2,3,2023-08-27,INV3606,Credit Card,8000
22607,2,2,2023-09-06,INV3607,Credit Card,8000
22608,1,3,2021-12-28,INV3608,Instapay,5000
22609,3,1,2022-07-26,INV3609,Instapay,15000
22610,5,2,2023-07-16,INV3610,Cash,30000
22611,2,1,2024-02-18,INV3611,Credit Card,8000
22612,3,2,2022-04-01,INV3612,Credit Card,15000
22613,1,4,2022-12-31,INV3613,Instapay,5000
22614,4,4,2022-03-03,INV3614,Cash,16000
22615,4,4,2022-02-20,INV3615,Instapay,16000
22616,5,1,2023-07-03,INV3616,Instapay,30000
22617,3,2,2025-03-15,INV3617,Instapay,15000
22618,5,2,2023-04-06,INV3618,Credit Card,30000
22619,2,4,2024-08-31,INV3619,Cash,8000
22620,5,2,2023-05-02,INV3620,Credit Card,30000
22621,3,1,2022-08-08,INV3621,Credit Card,15000
22622,5,2,2024-03-18,INV3622,Credit Card,30000
22623,5,1,2023-12-11,INV3623,Credit Card,30000
22624,4,2,2022-11-19,INV3624,Credit Card,16000
22625,5,2,2024-05-01,INV3625,Instapay,30000
22626,4,2,2023-12-16,INV3626,Cash,16000
22627,3,1,2023-02-21,INV3627,Cash,15000
22628,3,4,2023-08-07,INV3628,Instapay,15000
22629,4,2,2023-09-05,INV3629,Instapay,16000
22630,4,3,2023-10-18,INV3630,Credit Card,16000
22631,5,3,2024-05-21,INV3631,Instapay,30000
22632,5,1,2023-12-07,INV3632,Cash,30000
22633,2,2,2023-10-19,INV3633,Cash,8000
22634,2,2,2024-08-30,INV3634,Cash,8000
22635,3,1,2024-04-25,INV3635,Credit Card,15000
22636,2,2,2023-07-21,INV3636,Instapay,8000
22637,1,4,2021-06-05,INV3637,Credit Card,5000
22638,2,1,2023-04-24,INV3638,Credit Card,8000
22639,2,4,2024-02-10,INV3639,Cash,8000
22640,3,2,2022-10-16,INV3640,Instapay,15000
22641,4,1,2023-08-15,INV3641,Instapay,16000
22642,5,2,2023-09-01,INV3642,Cash,30000
22643,4,1,2022-06-11,INV3643,Cash,16000
22644,1,2,2022-04-17,INV3644,Credit Card,5000
22645,5,4,2022-07-07,INV3645,Instapay,30000
22646,3,3,2021-08-04,INV3646,Cash,15000
22647,3,2,2023-11-08,INV3647,Credit Card,15000
22648,1,1,2022-06-21,INV3648,Cash,5000
22649,4,3,2025-01-07,INV3649,Cash,16000
22650,2,3,2022-06-27,INV3650,Credit Card,8000
22651,5,3,2023-08-02,INV3651,Credit Card,30000
22652,4,3,2022-03-19,INV3652,Instapay,16000
22653,3,2,2023-08-21,INV3653,Credit Card,15000
22654,2,1,2023-03-01,INV3654,Cash,8000
22655,5,2,2023-01-09,INV3655,Instapay,30000
22656,5,2,2023-05-16,INV3656,Cash,30000
22657,5,3,2021-12-24,INV3657,Cash,30000
22658,4,2,2022-09-23,INV3658,Credit Card,16000
22659,2,3,2022-12-10,INV3659,Credit Card,8000
22660,3,3,2024-02-20,INV3660,Credit Card,15000
22661,5,2,2023-08-24,INV3661,Cash,30000
22662,2,2,2024-11-02,INV3662,Instapay,8000
22663,2,2,2022-09-21,INV3663,Cash,8000
22664,3,2,2023-09-16,INV3664,Credit Card,15000
22665,3,2,2022-12-08,INV3665,Credit Card,15000
22666,5,2,2023-04-11,INV3666,Instapay,30000
22667,1,2,2023-09-16,INV3667,Cash,5000
22668,2,3,2022-02-21,INV3668,Instapay,8000
22669,4,3,2021-10-21,INV3669,Instapay,16000
22670,4,2,2023-06-15,INV3670,Cash,16000
22671,3,3,2023-04-14,INV3671,Cash,15000
22672,4,2,2022-09-22,INV3672,Cash,16000
22673,4,3,2024-04-21,INV3673,Cash,16000
22674,3,1,2022-08-26,INV3674,Credit Card,15000
22675,2,1,2022-10-02,INV3675,Credit Card,8000
22676,5,2,2024-06-11,INV3676,Instapay,30000
22677,2,3,2022-03-06,INV3677,Instapay,8000
22678,1,3,2023-09-22,INV3678,Cash,5000
22679,1,2,2022-06-19,INV3679,Cash,5000
22680,2,3,2023-02-28,INV3680,Instapay,8000
22681,2,2,2023-05-09,INV3681,Credit Card,8000
22682,2,3,2024-04-30,INV3682,Cash,8000
22683,4,3,2022-02-28,INV3683,Instapay,16000
22684,3,2,2022-11-20,INV3684,Credit Card,15000
22685,1,3,2022-08-13,INV3685,Instapay,5000
22686,4,2,2023-03-22,INV3686,Instapay,16000
22687,4,3,2022-05-29,INV3687,Credit Card,16000
22688,2,3,2023-01-16,INV3688,Cash,8000
22689,3,1,2022-10-28,INV3689,Instapay,15000
22690,3,2,2023-11-07,INV3690,Cash,15000
22691,5,2,2022-12-07,INV3691,Cash,30000
22692,3,3,2023-10-17,INV3692,Instapay,15000
22693,1,1,2023-07-04,INV3693,Cash,5000
22694,5,1,2022-04-08,INV3694,Credit Card,30000
22695,3,4,2022-05-29,INV3695,Credit Card,15000
22696,1,2,2022-06-19,INV3696,Credit Card,5000
22697,5,2,2024-08-11,INV3697,Credit Card,30000
22698,1,2,2022-02-19,INV3698,Credit Card,5000
22699,2,3,2022-11-18,INV3699,Instapay,8000
22700,2,4,2022-12-17,INV3700,Instapay,8000
22701,5,3,2024-10-17,INV3701,Instapay,30000
22702,2,3,2024-09-24,INV3702,Cash,8000
22703,5,1,2023-04-11,INV3703,Credit Card,30000
22704,4,2,2023-10-10,INV3704,Instapay,16000
22705,1,3,2024-02-22,INV3705,Cash,5000
22706,2,1,2023-02-26,INV3706,Instapay,8000
22707,3,4,2023-10-13,INV3707,Instapay,15000
22708,3,3,2022-06-10,INV3708,Credit Card,15000
22709,1,2,2023-03-16,INV3709,Instapay,5000
22710,1,3,2022-08-05,INV3710,Credit Card,5000
22711,1,4,2023-07-19,INV3711,Instapay,5000
22712,2,3,2022-01-29,INV3712,Credit Card,8000
22713,4,2,2022-10-03,INV3713,Cash,16000
22714,5,1,2023-10-27,INV3714,Instapay,30000
22715,5,2,2022-06-13,INV3715,Instapay,30000
22716,5,1,2023-06-08,INV3716,Cash,30000
22717,5,2,2023-06-04,INV3717,Instapay,30000
22718,4,2,2023-11-21,INV3718,Cash,16000
22719,4,2,2022-01-22,INV3719,Cash,16000
22720,4,4,2023-05-07,INV3720,Credit Card,16000
22721,2,3,2023-12-28,INV3721,Credit Card,8000
22722,1,1,2021-11-13,INV3722,Cash,5000
22723,1,1,2023-03-29,INV3723,Cash,5000
22724,1,4,2023-08-23,INV3724,Cash,5000
22725,4,4,2022-10-17,INV3725,Credit Card,16000
22726,4,3,2023-03-12,INV3726,Instapay,16000
22727,3,3,2022-12-03,INV3727,Cash,15000
22728,3,2,2022-11-25,INV3728,Credit Card,15000
22729,2,2,2024-12-30,INV3729,Cash,8000
22730,1,3,2022-11-25,INV3730,Instapay,5000
22731,3,4,2022-06-03,INV3731,Cash,15000
22732,5,3,2023-10-29,INV3732,Credit Card,30000
22733,2,1,2025-02-26,INV3733,Instapay,8000
22734,1,2,2021-07-01,INV3734,Instapay,5000
22735,4,2,2022-04-18,INV3735,Credit Card,16000
22736,4,1,2023-02-20,INV3736,Credit Card,16000
22737,4,1,2023-03-31,INV3737,Credit Card,16000
22738,4,2,2024-12-14,INV3738,Cash,16000
22739,2,5,2023-09-09,INV3739,Cash,8000
22740,1,4,2023-01-07,INV3740,Instapay,5000
22741,2,5,2023-10-18,INV3741,Credit Card,8000
22742,4,3,2022-03-03,INV3742,Credit Card,16000
22743,2,1,2025-01-01,INV3743,Instapay,8000
22744,3,3,2022-11-24,INV3744,Cash,15000
22745,4,4,2022-01-06,INV3745,Credit Card,16000
22746,2,3,2024-02-03,INV3746,Credit Card,8000
22747,2,5,2022-06-26,INV3747,Credit Card,8000
22748,3,3,2023-05-08,INV3748,Cash,15000
22749,2,4,2022-12-30,INV3749,Credit Card,8000
22750,5,2,2022-12-28,INV3750,Instapay,30000
22751,3,2,2023-03-24,INV3751,Credit Card,15000
22752,3,5,2023-03-05,INV3752,Cash,15000
22753,4,2,2025-03-28,INV3753,Cash,16000
22754,4,1,2022-09-12,INV3754,Instapay,16000
22755,2,2,2022-04-24,INV3755,Credit Card,8000
22756,4,3,2022-08-05,INV3756,Credit Card,16000
22757,1,3,2022-02-05,INV3757,Credit Card,5000
22758,2,3,2023-08-16,INV3758,Credit Card,8000
22759,5,5,2025-01-26,INV3759,Cash,30000
22760,2,3,2024-07-14,INV3760,Cash,8000
22761,2,5,2022-10-20,INV3761,Instapay,8000
22762,4,5,2024-04-24,INV3762,Instapay,16000
22763,2,2,2023-04-29,INV3763,Cash,8000
22764,4,1,2024-05-27,INV3764,Instapay,16000
22765,1,2,2022-03-15,INV3765,Cash,5000
22766,3,2,2023-11-01,INV3766,Credit Card,15000
22767,3,5,2024-02-07,INV3767,Cash,15000
22768,3,5,2022-08-15,INV3768,Instapay,15000
22769,3,3,2024-07-01,INV3769,Instapay,15000
22770,4,3,2022-06-23,INV3770,Credit Card,16000
22771,4,2,2024-07-09,INV3771,Instapay,16000
22772,1,2,2022-11-25,INV3772,Cash,5000
22773,5,2,2023-02-02,INV3773,Credit Card,30000
22774,3,3,2022-11-04,INV3774,Instapay,15000
22775,1,2,2023-06-10,INV3775,Cash,5000
22776,3,3,2023-04-22,INV3776,Cash,15000
22777,1,5,2022-10-03,INV3777,Cash,5000
22778,4,2,2022-05-02,INV3778,Instapay,16000
22779,3,1,2023-08-30,INV3779,Instapay,15000
22780,1,2,2024-05-08,INV3780,Credit Card,5000
22781,4,3,2024-01-28,INV3781,Credit Card,16000
22782,3,3,2022-04-15,INV3782,Instapay,15000
22783,4,2,2021-06-15,INV3783,Credit Card,16000
22784,2,3,2022-03-22,INV3784,Instapay,8000
22785,1,2,2023-07-24,INV3785,Instapay,5000
22786,3,2,2021-06-21,INV3786,Instapay,15000
22787,3,3,2024-01-24,INV3787,Cash,15000
22788,5,3,2023-04-30,INV3788,Credit Card,30000
22789,4,2,2023-03-28,INV3789,Instapay,16000
22790,3,3,2024-07-19,INV3790,Instapay,15000
22791,2,3,2023-06-02,INV3791,Credit Card,8000
22792,5,2,2022-11-11,INV3792,Credit Card,30000
22793,1,1,2024-09-18,INV3793,Credit Card,5000
22794,4,2,2024-07-30,INV3794,Credit Card,16000
22795,3,2,2024-09-16,INV3795,Credit Card,15000
22796,2,1,2023-10-02,INV3796,Credit Card,8000
22797,3,3,2022-05-04,INV3797,Credit Card,15000
22798,4,3,2023-01-04,INV3798,Cash,16000
22799,4,2,2022-06-01,INV3799,Cash,16000
22800,4,3,2024-08-02,INV3800,Credit Card,16000
22801,4,5,2022-02-04,INV3801,Credit Card,16000
22802,2,2,2022-07-12,INV3802,Credit Card,8000
22803,3,1,2023-04-19,INV3803,Cash,15000
22804,3,2,2022-04-27,INV3804,Instapay,15000
22805,2,2,2022-11-30,INV3805,Credit Card,8000
22806,1,4,2024-05-09,INV3806,Cash,5000
22807,4,3,2022-06-06,INV3807,Cash,16000
22808,1,3,2021-10-04,INV3808,Instapay,5000
22809,4,5,2025-01-28,INV3809,Instapay,16000
22810,2,5,2023-10-15,INV3810,Cash,8000
22811,1,5,2023-09-25,INV3811,Instapay,5000
22812,5,1,2024-12-10,INV3812,Cash,30000
22813,2,5,2022-10-29,INV3813,Cash,8000
22814,4,1,2023-08-11,INV3814,Instapay,16000
22815,1,5,2023-03-03,INV3815,Cash,5000
22816,4,1,2022-05-30,INV3816,Instapay,16000
22817,1,4,2023-09-30,INV3817,Credit Card,5000
22818,3,4,2024-06-03,INV3818,Instapay,15000
22819,3,3,2021-05-31,INV3819,Cash,15000
22820,4,1,2025-02-06,INV3820,Instapay,16000
22821,3,2,2022-03-08,INV3821,Instapay,15000
22822,4,3,2024-07-25,INV3822,Credit Card,16000
22823,3,4,2022-09-28,INV3823,Cash,15000
22824,3,1,2022-12-11,INV3824,Cash,15000
22825,1,5,2024-07-11,INV3825,Credit Card,5000
22826,2,2,2022-12-26,INV3826,Credit Card,8000
22827,4,4,2023-09-14,INV3827,Credit Card,16000
22828,2,3,2023-01-11,INV3828,Credit Card,8000
22829,5,1,2023-01-11,INV3829,Instapay,30000
22830,1,2,2022-11-09,INV3830,Instapay,5000
22831,5,1,2022-10-02,INV3831,Cash,30000
22832,5,5,2023-04-30,INV3832,Instapay,30000
22833,3,3,2021-11-10,INV3833,Cash,15000
22834,3,1,2022-11-23,INV3834,Instapay,15000
22835,3,4,2023-01-14,INV3835,Instapay,15000
22836,3,3,2023-11-20,INV3836,Cash,15000
22837,5,4,2023-05-21,INV3837,Credit Card,30000
22838,5,1,2022-02-14,INV3838,Cash,30000
22839,5,3,2023-06-07,INV3839,Credit Card,30000
22840,4,4,2023-05-11,INV3840,Credit Card,16000
22841,5,5,2023-07-09,INV3841,Credit Card,30000
22842,2,5,2023-01-25,INV3842,Instapay,8000
22843,3,1,2023-05-26,INV3843,Credit Card,15000
22844,5,3,2023-11-13,INV3844,Cash,30000
22845,4,2,2022-11-06,INV3845,Credit Card,16000
22846,3,3,2022-03-07,INV3846,Instapay,15000
22847,2,5,2022-08-17,INV3847,Credit Card,8000
22848,4,4,2023-01-13,INV3848,Cash,16000
22849,5,2,2024-01-24,INV3849,Instapay,30000
22850,2,1,2021-11-15,INV3850,Cash,8000
22851,3,2,2023-01-20,INV3851,Cash,15000
22852,1,1,2025-02-22,INV3852,Instapay,5000
22853,1,2,2024-12-15,INV3853,Instapay,5000
22854,5,1,2023-12-14,INV3854,Cash,30000
22855,2,1,2022-09-12,INV3855,Cash,8000
22856,5,2,2023-01-08,INV3856,Credit Card,30000
22857,1,2,2023-11-26,INV3857,Credit Card,5000
22858,1,1,2024-12-14,INV3858,Cash,5000
22859,3,5,2023-05-21,INV3859,Credit Card,15000
22860,4,2,2022-08-08,INV3860,Cash,16000
22861,2,3,2023-07-27,INV3861,Cash,8000
22862,3,4,2024-03-29,INV3862,Instapay,15000
22863,2,1,2022-10-08,INV3863,Credit Card,8000
22864,2,1,2024-04-07,INV3864,Credit Card,8000
22865,5,4,2021-08-09,INV3865,Cash,30000
22866,5,5,2022-05-29,INV3866,Instapay,30000
22867,3,4,2024-03-30,INV3867,Cash,15000
22868,2,2,2023-07-23,INV3868,Credit Card,8000
22869,5,4,2022-06-08,INV3869,Instapay,30000
22870,4,1,2021-07-28,INV3870,Instapay,16000
22871,1,4,2023-03-23,INV3871,Cash,5000
22872,3,3,2025-03-15,INV3872,Credit Card,15000
22873,1,2,2021-06-04,INV3873,Instapay,5000
22874,3,4,2022-07-18,INV3874,Credit Card,15000
22875,5,1,2024-09-18,INV3875,Cash,30000
22876,5,2,2023-01-06,INV3876,Instapay,30000
22877,4,1,2022-10-18,INV3877,Credit Card,16000
22878,4,5,2023-03-20,INV3878,Instapay,16000
22879,2,3,2021-10-06,INV3879,Cash,8000
22880,1,5,2023-04-14,INV3880,Instapay,5000
22881,3,3,2022-12-28,INV3881,Credit Card,15000
22882,4,4,2022-04-18,INV3882,Instapay,16000
22883,5,2,2024-05-01,INV3883,Instapay,30000
22884,5,4,2021-10-08,INV3884,Instapay,30000
22885,1,3,2023-11-30,INV3885,Instapay,5000
22886,1,3,2023-06-18,INV3886,Credit Card,5000
22887,3,3,2023-12-05,INV3887,Instapay,15000
22888,4,1,2024-04-12,INV3888,Instapay,16000
22889,4,2,2021-08-29,INV3889,Cash,16000
22890,4,4,2021-06-21,INV3890,Cash,16000
22891,4,4,2023-02-14,INV3891,Cash,16000
22892,4,5,2024-04-02,INV3892,Credit Card,16000
22893,1,3,2023-03-02,INV3893,Instapay,5000
22894,5,3,2023-03-18,INV3894,Instapay,30000
22895,3,3,2024-09-13,INV3895,Cash,15000
22896,2,4,2021-12-11,INV3896,Cash,8000
22897,3,5,2024-04-17,INV3897,Credit Card,15000
22898,5,1,2022-03-17,INV3898,Credit Card,30000
22899,1,2,2023-03-18,INV3899,Instapay,5000
22900,1,1,2022-02-14,INV3900,Credit Card,5000
22901,4,4,2024-12-30,INV3901,Instapay,16000
22902,4,3,2024-04-17,INV3902,Credit Card,16000
22903,1,2,2024-07-04,INV3903,Cash,5000
22904,4,4,2023-10-21,INV3904,Instapay,16000
22905,2,4,2022-11-04,INV3905,Instapay,8000
22906,2,4,2022-01-31,INV3906,Credit Card,8000
22907,3,2,2025-02-10,INV3907,Cash,15000
